Gene	Chip2_1cell_A3	Chip2_1cell_B3	Chip2_1cell_A4	Chip2_1cell_B4	Chip2_1cell_A5	Chip2_1cell_B5	Chip2_1cell_A6	Chip2_1cell_B6	Chip2_3cells_A7	Chip2_3cells_B7	Chip2_3cells_A8	Chip2_3cells_B8	Chip2_3cells_A9	Chip2_3cells_B9	Chip2_11cells_A10	Chip2_11cells_B10	Chip2_11cells_A11	Chip2_11cells_B11	Chip2_11cells_A12	Chip2_11cells_B12
4930486I03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lincmd1	0	0	0	0	0	0	0	0	0	0	0	0	3.416049756	0	0	0	0	15.51263297	14.56309924	0
Mir206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir133b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il17a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il17f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.651297791	0	0	0
Mcm3	0	44.68085342	0	0	0	102.091407	0	0	138.5918426	1.982484974	4.410406496	37.92698889	0	48.93318237	41.4636913	14.99003184	9.496029084	44.16074338	25.80602546	29.31494692
Gm24723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6720483E21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paqr8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.531735763	0.030525146	0.133114951	0
Gm24171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm51618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efhc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tram2	0	0	0	0	0	78.17928947	63.82762932	0	0	34.2582776	0	24.08731242	35.74461895	0	34.64163887	1.363751398	0	0	11.00512692	1.497258848
Tmem14a	0	0	0	0	0	0	0	0.192767676	0	11.89099189	0	1.282339227	0	0	5.864313486	0.267590972	0	0.110920095	1.934814409	8.226046635
Gm32947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28836	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284875612	0	0	0	0	0	0.303734647
Gsta3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7094	0	1.386601488	0	0	0	0.424344237	0	0	0	0	0	0	0	0	0.52063514	0.139373167	0.328162911	0	0	0
Khdc1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Khdc1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33147	0	0	0	0	0	0	5.151075347	0	0	0	0	0	0	0	0	0	0	0	0.750779211	1.064002965
Khdc1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnq5	0	1.36362277	7.644080282	3.28965505	1.839875665	1.690786754	0.164503386	10.77837194	1.713716463	3.716179034	4.482760457	3.26296375	6.615603193	2.007803758	1.50629212	4.881228415	4.830458613	2.903046616	2.901179148	4.122872511
LOC118567719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rims1	0	0	1.009263502	0.952364591	0.035585667	0.055822671	0	0	0.043975322	0.130940074	0.026345011	0.076879579	0.138071126	0.647021563	0.736265154	0.75630231	0.086339951	0.926242869	3.655982143	0.836632663
Gm7759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r14bl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC118567721	0	0	0	0	0	2.522194932	0	0	0	0	3.478401027	0	0	0	0	0.74018975	0.364819001	0.004769203	0.776446694	1.154415339
Mir30a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir30c-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ogfrl1	0	0	0	0	0	0	0	0	0	0	0	1.731013222	0	0	0	0.19450179	0	0	4.595730161	0
Gm19673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3gat2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smap1	0	0	0.121186285	0.049008945	8.844929169	0	0.051193542	0	0	6.320443289	0	11.70257102	0.46119067	10.3543192	16.50524814	1.560319187	6.228084264	0.923962157	11.97580045	4.948869102
Gm53062	0	0	0.313250789	0	0.298212937	0	0	0	0	0	5.298598205	0	0	0	0	0	0	10.03095256	0	0.246003522
Sdhaf4	0	0	0	9.239031206	22.37938317	5.933439419	19.30173061	0	99.71572401	32.47470889	24.73539754	11.47914701	54.92268802	75.60094756	34.88255436	33.69800789	29.6345377	24.48656711	28.6219097	63.70458529
Fam135a	0.595655131	0.115150092	0.11326673	59.17588233	0.053914635	0.021143758	0.053829035	0.037520366	0.166563792	15.09913981	0.119743292	0.016639663	0.095084943	0.02085703	0.077824906	2.187527887	0.065405363	0.107947624	8.065365282	0.667133542
Col9a1	0	0.158741851	0.10409701	0	0.198199501	0.077728103	0	0.068965669	0	0.04051609	0	0.581117574	0.034954865	0.115011059	0.095365928	0.09573488	0.030055175	0.238100453	0.317263051	0.1226249
Col19a1	1.399145957	0.853697123	1.380157361	0.706092664	0.823167403	0.633228574	1.064203918	3.437160437	1.05636134	0.698978051	0.843802063	0.625363655	0.72587735	0.759368	1.50813664	1.355947385	0.739353683	0.862104951	0.985945352	1.123047478
Gm26418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmbrd1	1.170154752	0.240348624	0.361579783	23.04754296	0.158871628	11.15256821	0.3701119	0.9213518	0.294490658	3.702338842	54.6526381	6.439603969	8.088128805	39.45728141	8.485159381	12.12470196	6.986522256	4.559318803	10.86596889	17.34324832
Gm29414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgrb3	0	0	0	0	0.034601732	0.081418781	0.046062392	0	0.042759415	0	0.025616577	0.02135825	0	0.053543112	0.066596055	0.022284567	0.020988168	0.027711768	0	0
Gm20172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931408C20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45942	0	0	0	0	0	0	0.349843867	0	0	0.07162907	0	0	0	0.067776656	0.084299506	0	0	0	0	0
Gm6462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31525	0	0	0	0	0	0	0	0	0	0	0	0	0	10.92240902	0	0	3.968159254	0	0.080168366	4.203735263
Gm39615	0	0	0	0.534239721	0.033536468	0.052608126	0	0.046677513	0	0.054844399	0	0.020700707	0	0.077842068	0	0.064795517	2.034201745	0.053717245	0.585629341	0.138325477
Gm31581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm46086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC115487655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phf3	0	9.688092015	0	9.579192056	0	16.49587357	0	0.658198805	0.67665875	0	11.5163906	1.689949126	3.142904623	0	0.311370261	3.221925816	0.03019394	0.298999711	8.663602792	3.223499451
Ptp4a1	0	58.61225438	2.897413068	25.5896716	72.0435904	44.44274108	62.36042785	0	100.929828	27.17986333	28.00041688	35.00429646	34.39870442	47.85511184	51.24330233	42.12275813	84.3638469	40.51225115	32.65564012	47.9378645
LOC115487084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.61808112	0	0
Gm29669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.984293321
Gm28644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931428L18Rik	0	0.21755222	0.106996999	0.389435908	180.1912663	0.159786987	0.338995995	0	0.125875098	19.98950796	0.22623012	0.125748769	0.359286564	0.47286039	0	0.2624051	0.247139743	0.326311441	0.059291188	0.252082098
Lgsn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnaaf6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC115487662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm51754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Khdrbs2	0	0	0	0.007631213	0.005988041	0.004696672	0	0	0	0.004896319	0	0	0	0.004632981	0	0.003856481	0.018160653	0	0	0
Gm25814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39617	0	0	1.334391578	0.404730974	2.540666111	2.989126958	0	0	0	0.519364859	0	1.176187883	0.44807702	0	0.611235091	0.818133122	0.770538413	1.526072843	0.369719068	1.047930412
Gm25792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
